X,Y,L
-174087.7631989834,743982.9138116332,n3987
-174085.9473625568,743982.0755168928,n3988
-174084.1315261302,743981.2372221523,n3989
-174082.3156897036,743980.3989274119,n3990
-174080.499853277,743979.5606326715,n3991
-174078.6840168504,743978.722337931,n3992
-174076.8681804238,743977.8840431906,n3993
-174075.0523439972,743977.0457484502,n3994
-174073.2214830057,743976.2005175047,n3995
-174264.06081681777,744038.256787172,n3996
-174263.38607148526,744036.3740448274,n3997
-174262.71132615276,744034.4913024828,n3998
-174261.77439349724,744031.8769786785,n3999
-174331.17166166307,744024.0071110481,n4000
-174332.2706611954,744022.3361233078,n4001
-174333.36966072774,744020.6651355677,n4002
-174334.46866026009,744018.9941478274,n4003
-174335.5676597924,744017.3231600872,n4004
-174336.66665932475,744015.6521723471,n4005
-174337.7656588571,744013.9811846068,n4006
-174338.86465838942,744012.3101968666,n4007
-174339.96365792176,744010.6392091264,n4008
-174341.0626574541,744008.9682213862,n4009
-174342.16165698643,744007.2972336459,n4010
-174343.26065651877,744005.6262459058,n4011
-174344.35965605112,744003.9552581656,n4012
-174345.45865558344,744002.2842704253,n4013
-174346.5576551158,744000.6132826852,n4014
-174347.65665464813,743998.9422949449,n4015
-174348.75565418045,743997.2713072047,n4016
-174349.8546537128,743995.6003194646,n4017
-174350.95365324515,743993.9293317243,n4018
-174352.05265277746,743992.2583439841,n4019
-174353.1516523098,743990.5873562439,n4020
-174354.25065184216,743988.9163685037,n4021
-174355.34965137448,743987.2453807635,n4022
-174356.44865090682,743985.5743930233,n4023
-174357.54765043917,743983.9034052831,n4024
-174358.6466499715,743982.2324175428,n4025
-174359.74564950384,743980.5614298027,n4026
-174360.84464903618,743978.8904420624,n4027
-174361.9436485685,743977.2194543222,n4028
-174363.16593440596,743975.36101436,n4029
-174362.5427331052,743973.4605880555,n4030
-174361.91953180442,743971.560161751,n4031
-174361.29633050368,743969.6597354466,n4032
-174360.6731292029,743967.7593091421,n4033
-174360.04992790215,743965.8588828376,n4034
-174359.42672660138,743963.9584565331,n4035
-174358.65285578783,743961.5985698504,n4036
-174359.09808313023,743959.6487563687,n4037
-174359.54331047263,743957.6989428869,n4038
-174359.98853781502,743955.7491294052,n4039
-174360.43376515742,743953.7993159235,n4040
-174360.8789924998,743951.8495024417,n4041
-174361.3242198422,743949.8996889599,n4042
-174361.7694471846,743947.9498754783,n4043
-174362.214674527,743946.0000619965,n4044
-174362.65990186943,743944.0502485147,n4045
-174363.10512921182,743942.100435033,n4046
-174363.9920315987,743938.2163648822,n4047
-174365.2941927846,743936.6983476735,n4048
-174366.5963539705,743935.1803304647,n4049
-174367.8985151564,743933.6623132561,n4050
-174369.20067634233,743932.1442960474,n4051
-174370.50283752824,743930.6262788387,n4052
-174371.80499871413,743929.1082616299,n4053
-174373.10715990004,743927.5902444213,n4054
-174374.40932108596,743926.0722272126,n4055
-174375.71148227184,743924.5542100038,n4056
-174377.01364345776,743923.0361927951,n4057
-174378.31580464367,743921.5181755865,n4058
-174379.6179658296,743920.0001583778,n4059
-174380.92012701547,743918.482141169,n4060
-174382.2222882014,743916.9641239604,n4061
-174383.5244493873,743915.4461067517,n4062
-174384.8266105732,743913.9280895429,n4063
-174386.5924981024,743911.8694752278,n4064
-174388.55934205433,743911.5068116527,n4065
-174390.5261860063,743911.1441480776,n4066
-174392.49302995822,743910.7814845024,n4067
-174394.45987391015,743910.4188209273,n4068
-174396.4267178621,743910.0561573522,n4069
-174398.39356181404,743909.6934937771,n4070
-174400.36040576597,743909.3308302019,n4071
-174402.3272497179,743908.9681666268,n4072
-174404.29409366986,743908.6055030517,n4073
-174406.2609376218,743908.2428394766,n4074
-174408.22778157372,743907.8801759015,n4075
-174410.19462552568,743907.5175123262,n4076
-174408.38247284017,743877.391067489,n4077
-174406.3881884522,743877.5421627569,n4078
-174404.39390406426,743877.6932580249,n4079
-174402.39961967632,743877.8443532927,n4080
-174400.40533528838,743877.9954485607,n4081
-174398.4110509004,743878.1465438287,n4082
-174396.41676651247,743878.2976390965,n4083
-174392.4394344822,743878.5989782899,n4084
-174412.3508723429,743876.9192394452,n4085
-174414.32498745772,743876.5985066695,n4086
-174416.29910257255,743876.2777738937,n4087
-174418.27321768735,743875.9570411178,n4088
-174420.24733280216,743875.6363083421,n4089
-174422.22144791696,743875.3155755663,n4090
-174424.19556303177,743874.9948427904,n4091
-174426.1696781466,743874.6741100147,n4092
-174428.1437932614,743874.3533772388,n4093
-174430.1179083762,743874.032644463,n4094
-174432.09202349102,743873.7119116872,n4095
-174434.06613860585,743873.3911789114,n4096
-174436.04025372065,743873.0704461356,n4097
-174438.01436883546,743872.7497133597,n4098
-174439.98848395026,743872.428980584,n4099
-174441.96259906507,743872.1082478082,n4100
-174443.9367141799,743871.7875150323,n4101
-174445.9108292947,743871.4667822566,n4102
-174447.8849444095,743871.1460494808,n4103
-174449.97101985305,743870.8071266072,n4104
-174449.66277580376,743868.8310229647,n4105
-174449.35453175448,743866.8549193221,n4106
-174449.04628770522,743864.8788156796,n4107
-174448.73804365593,743862.902712037,n4108
-174448.42979960665,743860.9266083945,n4109
-174448.0888608628,743858.7409042579,n4110
-174449.61855090846,743857.4524756164,n4111
-174451.14824095415,743856.164046975,n4112
-174452.6779309998,743854.8756183335,n4113
-174454.20762104547,743853.587189692,n4114
-174455.73731109116,743852.2987610504,n4115
-174457.26700113682,743851.0103324091,n4116
-174458.7966911825,743849.7219037676,n4117
-174460.32638122817,743848.433475126,n4118
-174461.85607127383,743847.1450464845,n4119
-174463.3857613195,743845.8566178432,n4120
-174464.91545136517,743844.5681892016,n4121
-174466.44514141083,743843.2797605601,n4122
-174467.97483145652,743841.9913319186,n4123
-174469.50452150218,743840.7029032772,n4124
-174471.03421154784,743839.4144746357,n4125
-174472.56390159353,743838.1260459942,n4126
-174474.0935916392,743836.8376173527,n4127
-174476.91343695336,743834.462515627,n4128
-174477.9411709712,743832.7467759065,n4129
-174478.96890498907,743831.031036186,n4130
-174479.99663900692,743829.3152964655,n4131
-174481.02437302476,743827.599556745,n4132
-174482.05210704263,743825.8838170244,n4133
-174483.07984106048,743824.1680773039,n4134
-174484.3776324181,743822.0014932049,n4135
-174485.90863946703,743820.7146298026,n4136
-174487.43964651594,743819.4277664003,n4137
-174488.97065356487,743818.140902998,n4138
-174490.50166061378,743816.8540395957,n4139
-174492.03266766272,743815.5671761935,n4140
-174493.56367471162,743814.2803127911,n4141
-174495.09468176056,743812.9934493889,n4142
-174497.50379387874,743810.9685088642,n4143
-174451.94713848527,743871.1152745446,n4144
-174453.9232571175,743871.4234224821,n4145
-174455.89937574972,743871.7315704195,n4146
-174457.87549438197,743872.039718357,n4147
-174459.85161301418,743872.3478662944,n4148
-174461.82773164642,743872.656014232,n4149
-174463.80385027864,743872.9641621694,n4150
-174465.77996891088,743873.2723101069,n4151
-174467.7560875431,743873.5804580443,n4152
-174471.64699523753,743874.1871904344,n4153
-174471.9402291908,743876.1655771127,n4154
-174472.2334631441,743878.143963791,n4155
-174472.52669709738,743880.1223504691,n4156
-174472.81993105068,743882.1007371474,n4157
-174473.29232325527,743885.2878661753,n4158
-174475.29198131856,743885.250884694,n4159
-174477.29163938185,743885.2139032128,n4160
-174479.2912974451,743885.1769217316,n4161
-174481.2909555084,743885.1399402503,n4162
-174484.55512780746,743885.0795729661,n4163
-174486.03443328824,743886.4255504155,n4164
-174487.51373876905,743887.7715278651,n4165
-174488.99304424983,743889.1175053145,n4166
-174490.4723497306,743890.463482764,n4167
-174491.9516552114,743891.8094602135,n4168
-174493.4309606922,743893.155437663,n4169
-174494.91026617298,743894.5014151124,n4170
-174497.1032674158,743896.4967637797,n4171
-174397.15379715592,743787.0738079769,n4172
-174395.16005446506,743787.2318904956,n4173
-174393.16631177423,743787.3899730144,n4174
-174391.1725690834,743787.5480555331,n4175
-174389.17882639254,743787.7061380518,n4176
-174387.1850837017,743787.8642205705,n4177
-174385.19134101088,743788.0223030893,n4178
-174383.19759832005,743788.1803856081,n4179
-174381.2038556292,743788.3384681268,n4180
-174379.21011293837,743788.4965506456,n4181
-174377.21637024754,743788.6546331643,n4182
-174375.22262755668,743788.812715683,n4183
-174373.22888486585,743788.9707982017,n4184
-174371.23514217502,743789.1288807205,n4185
-174369.24139948416,743789.2869632392,n4186
-174367.24765679333,743789.4450457579,n4187
-174365.2539141025,743789.6031282766,n4188
-174363.26017141165,743789.7612107954,n4189
-174361.26642872082,743789.9192933141,n4190
-174359.27268603,743790.0773758328,n4191
-174357.27894333913,743790.2354583516,n4192
-174355.2852006483,743790.3935408704,n4193
-174353.29145795747,743790.5516233891,n4194
-174351.29771526664,743790.7097059079,n4195
-174349.30397257578,743790.8677884266,n4196
-174346.5649778184,743791.084961481,n4197
-174344.6073531806,743791.4944804396,n4198
-174342.64972854275,743791.903999398,n4199
-174340.69210390493,743792.3135183565,n4200
-174338.7344792671,743792.7230373151,n4201
-174336.77685462928,743793.1325562736,n4202
-174334.81922999144,743793.542075232,n4203
-174332.86160535362,743793.9515941906,n4204
-174330.90398071578,743794.3611131491,n4205
-174328.94635607797,743794.7706321076,n4206
-174326.66443167132,743795.247991908,n4207
-174324.6812624054,743795.506912094,n4208
-174322.69809313945,743795.7658322798,n4209
-174320.71492387354,743796.0247524658,n4210
-174318.7317546076,743796.2836726516,n4211
-174316.74858534167,743796.5425928376,n4212
-174314.76541607574,743796.8015130234,n4213
-174312.7822468098,743797.0604332094,n4214
-174310.7990775439,743797.3193533953,n4215
-174308.81590827796,743797.5782735812,n4216
-174306.83273901202,743797.8371937671,n4217
-174304.8495697461,743798.096113953,n4218
-174302.86640048015,743798.3550341389,n4219
-174300.88323121425,743798.6139543249,n4220
-174298.9000619483,743798.8728745107,n4221
-174296.91689268238,743799.1317946967,n4222
-174294.93372341644,743799.3907148825,n4223
-174292.9505541505,743799.6496350685,n4224
-174290.9673848846,743799.9085552543,n4225
-174288.98421561866,743800.1674754403,n4226
-174287.00104635273,743800.4263956262,n4227
-174285.0178770868,743800.6853158121,n4228
-174283.03470782086,743800.944235998,n4229
-174279.6810400917,743801.3820868093,n4230
-174389.04191970814,743721.5039721054,n4231
-174387.14843554486,743722.1479579154,n4232
-174385.2549513816,743722.7919437254,n4233
-174383.36146721832,743723.4359295353,n4234
-174381.46798305504,743724.0799153453,n4235
-174379.5744988918,743724.7239011553,n4236
-174377.68101472853,743725.3678869653,n4237
-174375.78753056526,743726.0118727753,n4238
-174373.58815057247,743726.7598956706,n4239
-174371.70769941222,743727.4410002396,n4240
-174369.82724825197,743728.1221048086,n4241
-174367.94679709175,743728.8032093776,n4242
-174366.0663459315,743729.4843139467,n4243
-174364.18589477125,743730.1654185157,n4244
-174362.305443611,743730.8465230847,n4245
-174360.42499245075,743731.5276276537,n4246
-174358.5445412905,743732.2087322227,n4247
-174356.66409013027,743732.8898367917,n4248
-174353.43895956478,743734.0579879303,n4249
-174352.317933409,743735.7142790756,n4250
-174351.19690725327,743737.3705702209,n4251
-174350.0758810975,743739.0268613662,n4252
-174348.95485494172,743740.6831525116,n4253
-174347.83382878595,743742.3394436568,n4254
-174345.6179374436,743745.613373699,n4255
-174345.94082771806,743747.5871370765,n4256
-174346.2637179925,743749.5609004542,n4257
-174346.58660826695,743751.5346638317,n4258
-174346.9094985414,743753.5084272093,n4259
-174347.23238881587,743755.4821905869,n4260
-174347.5552790903,743757.4559539645,n4261
-174347.87816936476,743759.429717342,n4262
-174348.20105963922,743761.4034807197,n4263
-174348.52394991365,743763.3772440972,n4264
-174348.91446279315,743765.7643708737,n4265
-174346.92440574666,743765.9635515749,n4266
-174344.9343487002,743766.162732276,n4267
-174342.9442916537,743766.3619129773,n4268
-174340.9542346072,743766.5610936785,n4269
-174338.96417756073,743766.7602743796,n4270
-174336.97412051423,743766.9594550808,n4271
-174333.69415013146,743767.2877405448,n4272
-174476.565906499,743808.5097296798,n4273
-174475.1870038107,743809.9583936768,n4274
-174473.80810112238,743811.4070576738,n4275
-174472.4291984341,743812.8557216708,n4276
-174471.0502957458,743814.3043856678,n4277
-174469.6713930575,743815.7530496648,n4278
-174468.2924903692,743817.2017136618,n4279
-174466.4142044926,743819.1750255921,n4280
-174464.45040497498,743819.5538282512,n4281
-174462.48660545735,743819.9326309103,n4282
-174460.52280593972,743820.3114335694,n4283
-174458.5590064221,743820.6902362285,n4284
-174456.59520690443,743821.0690388876,n4285
-174454.6314073868,743821.4478415467,n4286
-174452.66760786917,743821.8266442058,n4287
-174450.70380835154,743822.2054468648,n4288
-174448.55249691274,743822.6204192112,n4289
-174446.56950290283,743822.8806782295,n4290
-174444.58650889288,743823.1409372478,n4291
-174442.60351488297,743823.4011962661,n4292
-174440.62052087305,743823.6614552843,n4293
-174438.6375268631,743823.9217143026,n4294
-174436.6545328532,743824.1819733209,n4295
-174434.67153884328,743824.4422323392,n4296
-174432.68854483333,743824.7024913576,n4297
-174428.77627185427,743825.2159595373,n4298
-174428.10940388378,743827.1015064367,n4299
-174427.44253591332,743828.9870533362,n4300
-174426.77566794283,743830.8726002356,n4301
-174426.10879997237,743832.758147135,n4302
-174425.44193200188,743834.6436940344,n4303
-174424.77506403142,743836.529240934,n4304
-174424.10819606093,743838.4147878333,n4305
-174423.44132809047,743840.3003347327,n4306
-174422.77446011998,743842.1858816321,n4307
-174422.10759214952,743844.0714285317,n4308
-174421.44072417903,743845.9569754311,n4309
-174420.77385620857,743847.8425223305,n4310
-174420.10698823808,743849.7280692299,n4311
-174419.44012026762,743851.6136161294,n4312
-174418.77325229713,743853.4991630288,n4313
-174418.10638432667,743855.3847099282,n4314
-174417.4395163562,743857.2702568276,n4315
-174416.77264838573,743859.1558037271,n4316
-174416.10578041524,743861.0413506265,n4317
-174415.43891244478,743862.9268975259,n4318
-174414.7720444743,743864.8124444254,n4319
-174414.10517650383,743866.6979913248,n4320
-174413.43830853334,743868.5835382242,n4321
-174412.77144056288,743870.4690851236,n4322
-174412.1045725924,743872.3546320231,n4323
-174411.43770462193,743874.2401789225,n4324
-174484.40037024242,744664.6510302562,n4325
-174484.0531073342,744662.6814088528,n4326
