X,Y,L
-174413.07167801948,743898.8660084275,n1339
-174412.8243615998,743896.881358688,n1340
-174412.5770451801,743894.8967089484,n1341
-174412.32972876044,743892.912059209,n1342
-174412.08241234074,743890.9274094694,n1343
-174411.83509592104,743888.9427597299,n1344
-174411.58777950137,743886.9581099903,n1345
-174411.34046308167,743884.9734602509,n1346
-174411.09314666197,743882.9888105114,n1347
-174410.8458302423,743881.0041607718,n1348
-174410.3767572281,743877.2399722211,n1349
-174410.13001434598,743875.2552510946,n1350
-174409.88327146388,743873.270529968,n1351
-174409.63652858176,743871.2858088415,n1352
-174409.38978569963,743869.301087715,n1353
-174409.14304281754,743867.3163665883,n1354
-174408.8962999354,743865.3316454618,n1355
-174408.6495570533,743863.3469243353,n1356
-174408.4028141712,743861.3622032087,n1357
-174408.15607128906,743859.3774820822,n1358
-174407.90932840694,743857.3927609557,n1359
-174407.6625855248,743855.4080398291,n1360
-174407.41584264272,743853.4233187026,n1361
-174407.1690997606,743851.4385975761,n1362
-174406.92235687847,743849.4538764496,n1363
-174406.67561399637,743847.469155323,n1364
-174406.42887111424,743845.4844341965,n1365
-174406.18212823212,743843.49971307,n1366
-174405.93538535002,743841.5149919434,n1367
-174405.6886424679,743839.5302708169,n1368
-174405.44189958577,743837.5455496904,n1369
-174405.19515670367,743835.5608285638,n1370
-174404.94841382155,743833.5761074373,n1371
-174404.70167093942,743831.5913863108,n1372
-174404.45492805733,743829.6066651841,n1373
-174404.2081851752,743827.6219440576,n1374
-174403.96144229308,743825.6372229311,n1375
-174403.71469941095,743823.6525018045,n1376
-174403.46795652885,743821.667780678,n1377
-174403.22121364673,743819.6830595515,n1378
-174402.9744707646,743817.6983384249,n1379
-174402.7277278825,743815.7136172984,n1380
-174402.48098500038,743813.7288961719,n1381
-174402.23424211825,743811.7441750453,n1382
-174401.98749923616,743809.7594539188,n1383
-174401.74075635403,743807.7747327923,n1384
-174401.4940134719,743805.7900116658,n1385
-174401.2472705898,743803.8052905392,n1386
-174401.00052770769,743801.8205694127,n1387
-174400.75378482556,743799.8358482862,n1388
-174400.50704194346,743797.8511271595,n1389
-174400.26029906134,743795.866406033,n1390
-174400.0135561792,743793.8816849065,n1391
-174399.7668132971,743791.8969637799,n1392
-174399.520070415,743789.9122426534,n1393
-174399.14753984674,743786.9157254582,n1394
-174398.90079672157,743784.9310043618,n1395
-174398.6540535964,743782.9462832655,n1396
-174398.40731047126,743780.9615621693,n1397
-174398.1605673461,743778.9768410729,n1398
-174397.91382422092,743776.9921199766,n1399
-174397.66708109574,743775.0073988802,n1400
-174397.4203379706,743773.022677784,n1401
-174397.17359484543,743771.0379566876,n1402
-174396.92685172026,743769.0532355913,n1403
-174396.6801085951,743767.0685144949,n1404
-174396.43336546991,743765.0837933987,n1405
-174396.18662234477,743763.0990723023,n1406
-174395.9398792196,743761.114351206,n1407
-174395.69313609443,743759.1296301096,n1408
-174395.44639296926,743757.1449090134,n1409
-174395.19964984411,743755.1601879171,n1410
-174394.95290671894,743753.1754668207,n1411
-174394.70616359377,743751.1907457244,n1412
-174394.4594204686,743749.206024628,n1413
-174394.21267734343,743747.2213035318,n1414
-174393.9659342183,743745.2365824354,n1415
-174393.7191910931,743743.2518613391,n1416
-174393.47244796794,743741.2671402427,n1417
-174393.22570484277,743739.2824191465,n1418
-174392.9789617176,743737.2976980502,n1419
-174392.73221859246,743735.3129769538,n1420
-174392.48547546729,743733.3282558575,n1421
-174392.2387323421,743731.3435347612,n1422
-174391.99198921694,743729.3588136649,n1423
-174391.7452460918,743727.3740925685,n1424
-174391.49850296663,743725.3893714722,n1425
-174391.25175984146,743723.404650376,n1426
-174390.9354038714,743720.8599862955,n1427
-174390.68866059522,743718.875265218,n1428
-174390.44191731903,743716.8905441404,n1429
-174390.1951740428,743714.9058230629,n1430
-174389.9484307666,743712.9211019853,n1431
-174389.70168749042,743710.9363809078,n1432
-174389.45494421423,743708.9516598302,n1433
-174389.20820093804,743706.9669387527,n1434
-174388.96145766182,743704.9822176751,n1435
-174388.71471438563,743702.9974965976,n1436
-174388.46797110944,743701.01277552,n1437
-174388.22122783324,743699.0280544425,n1438
-174387.97448455702,743697.0433333649,n1439
-174387.72774128083,743695.0586122874,n1440
-174387.48099800464,743693.0738912098,n1441
-174387.06955815208,743689.7644054962,n1442
-174274.22955068527,744730.8717398016,n1443
-174275.0289885977,744729.0384643112,n1444
-174275.82842651012,744727.2051888206,n1445
-174276.62786442257,744725.37191333,n1446
-174277.427302335,744723.5386378395,n1447
-174278.22674024745,744721.705362349,n1448
-174279.0261781599,744719.8720868585,n1449
-174279.8256160723,744718.0388113679,n1450
-174280.62505398475,744716.2055358774,n1451
-174281.4244918972,744714.3722603869,n1452
-174282.62733469458,744711.6138945587,n1453
-174284.5771534856,744711.1686904682,n1454
-174286.5269722766,744710.7234863776,n1455
-174288.4767910676,744710.2782822872,n1456
-174290.4266098586,744709.8330781966,n1457
-174292.37642864962,744709.3878741061,n1458
-174294.32624744062,744708.9426700155,n1459
-174296.27606623163,744708.497465925,n1460
-174299.91815510366,744707.6658641006,n1461
-174301.8950385854,744707.3626616937,n1462
-174303.8719220672,744707.0594592867,n1463
-174305.84880554894,744706.7562568799,n1464
-174307.8256890307,744706.453054473,n1465
-174309.80257251248,744706.1498520662,n1466
-174311.77945599423,744705.8466496592,n1467
-174313.75633947598,744705.5434472524,n1468
-174315.73322295776,744705.2402448455,n1469
-174317.7101064395,744704.9370424385,n1470
-174320.38445742003,744704.526866694,n1471
-174322.35061418734,744704.1604958894,n1472
-174324.3167709546,744703.7941250849,n1473
-174326.2829277219,744703.4277542803,n1474
-174328.24908448922,744703.0613834758,n1475
-174330.2152412565,744702.6950126712,n1476
-174332.1813980238,744702.3286418667,n1477
-174335.70313039832,744701.6724073563,n1478
-174337.6775086535,744701.3532984321,n1479
-174339.65188690863,744701.0341895077,n1480
-174341.6262651638,744700.7150805835,n1481
-174343.60064341893,744700.3959716591,n1482
-174345.5750216741,744700.0768627349,n1483
-174347.54939992927,744699.7577538105,n1484
-174349.5237781844,744699.4386448862,n1485
-174351.49815643957,744699.1195359619,n1486
-174353.47253469474,744698.8004270376,n1487
-174355.44691294988,744698.4813181133,n1488
-174357.42129120504,744698.162209189,n1489
-174359.39566946018,744697.8431002647,n1490
-174361.37004771535,744697.5239913404,n1491
-174363.3444259705,744697.2048824161,n1492
-174366.68421116663,744696.6650895681,n1493
-174368.63645421088,744696.2306392301,n1494
-174370.58869725512,744695.7961888921,n1495
-174372.54094029937,744695.3617385541,n1496
-174374.49318334358,744694.927288216,n1497
-174376.44542638783,744694.492837878,n1498
-174378.39766943207,744694.0583875399,n1499
-174380.34991247632,744693.6239372019,n1500
-174382.30215552056,744693.1894868639,n1501
-174384.2543985648,744692.7550365259,n1502
-174386.20664160905,744692.3205861879,n1503
-174388.15888465327,744691.8861358498,n1504
-174390.1111276975,744691.4516855117,n1505
-174392.06337074176,744691.0172351737,n1506
-174395.25866722703,744690.3061568876,n1507
-174397.1764737294,744689.7386903956,n1508
-174399.09428023177,744689.1712239038,n1509
-174401.01208673415,744688.6037574118,n1510
-174402.92989323652,744688.0362909199,n1511
-174404.8476997389,744687.4688244279,n1512
-174406.76550624127,744686.9013579361,n1513
-174409.24394207122,744686.1680048662,n1514
-174411.13717631224,744685.5232846877,n1515
-174413.03041055327,744684.8785645092,n1516
-174414.9236447943,744684.2338443307,n1517
-174416.81687903532,744683.5891241521,n1518
-174418.71011327635,744682.9444039735,n1519
-174420.60334751738,744682.2996837951,n1520
-174422.4965817584,744681.6549636165,n1521
-174424.38981599943,744681.010243438,n1522
-174426.28305024045,744680.3655232594,n1523
-174428.17628448148,744679.7208030809,n1524
-174430.0695187225,744679.0760829024,n1525
-174431.96275296353,744678.4313627238,n1526
-174433.85598720456,744677.7866425453,n1527
-174435.74922144559,744677.1419223668,n1528
-174437.6424556866,744676.4972021882,n1529
-174439.53568992764,744675.8524820097,n1530
-174441.42892416866,744675.2077618311,n1531
-174444.40719504905,744674.1935443127,n1532
-174446.3004289951,744673.548823268,n1533
-174448.19366294116,744672.9041022233,n1534
-174450.08689688722,744672.2593811785,n1535
-174451.98013083328,744671.6146601338,n1536
-174455.73928599642,744670.334519109,n1537
-174457.73804128738,744670.2639692202,n1538
-174459.73679657836,744670.1934193315,n1539
-174461.73555186932,744670.1228694426,n1540
-174463.7343071603,744670.0523195538,n1541
-174465.73306245127,744669.981769665,n1542
-174467.73181774226,744669.9112197763,n1543
-174471.43137999915,744669.7806366544,n1544
-174473.3773393119,744669.3188549385,n1545
-174475.32329862466,744668.8570732226,n1546
-174477.26925793744,744668.3952915069,n1547
-174479.2152172502,744667.933509791,n1548
-174481.16117656295,744667.4717280752,n1549
-174484.74763315063,744666.6206516596,n1550
-174486.7396432963,744666.4420583239,n1551
-174488.73165344197,744666.2634649881,n1552
-174490.72366358765,744666.0848716524,n1553
-174492.7156737333,744665.9062783167,n1554
-174494.70768387898,744665.7276849811,n1555
-174496.69969402463,744665.5490916453,n1556
-174416.48033917864,744724.5612036879,n1557
-174416.1098992781,744722.5958095086,n1558
-174415.7394593775,744720.6304153294,n1559
-174415.36901947693,744718.66502115,n1560
-174414.99857957638,744716.6996269707,n1561
-174414.6281396758,744714.7342327914,n1562
-174414.25769977522,744712.7688386121,n1563
-174413.88725987464,744710.8034444328,n1564
-174413.5168199741,744708.8380502535,n1565
-174413.1463800735,744706.8726560741,n1566
-174412.77594017293,744704.9072618949,n1567
-174412.40550027238,744702.9418677156,n1568
-174412.0350603718,744700.9764735362,n1569
-174411.66462047122,744699.0110793569,n1570
-174411.29418057067,744697.0456851776,n1571
-174410.92374067008,744695.0802909983,n1572
-174410.5533007695,744693.114896819,n1573
-174410.18286086895,744691.1495026397,n1574
-174409.81242096837,744689.1841084603,n1575
-174408.82977362626,744684.2113586286,n1576
-174408.4156051813,744682.254712391,n1577
-174408.00143673632,744680.2980661533,n1578
-174407.58726829136,744678.3414199158,n1579
-174407.1730998464,744676.3847736781,n1580
-174406.75893140145,744674.4281274405,n1581
-174406.3447629565,744672.4714812029,n1582
-174405.9305945115,744670.5148349652,n1583
-174405.51642606655,744668.5581887276,n1584
-174405.1022576216,744666.6015424901,n1585
-174404.68808917663,744664.6448962524,n1586
-174404.1683021782,744662.1892787683,n1587
-174403.81037849328,744660.2215667375,n1588
-174403.45245480837,744658.2538547069,n1589
-174403.09453112344,744656.2861426761,n1590
-174402.7366074385,744654.3184306455,n1591
-174402.06436380217,744650.6227213462,n1592
-174401.7370792768,744648.6496818536,n1593
-174401.4097947514,744646.676642361,n1594
-174401.08251022603,744644.7036028684,n1595
-174400.75522570065,744642.7305633757,n1596
-174400.42794117527,744640.7575238831,n1597
-174400.10065664988,744638.7844843905,n1598
-174399.7733721245,744636.8114448979,n1599
-174399.44608759912,744634.8384054053,n1600
-174399.0535442425,744632.4719521049,n1601
-174398.68064153517,744630.5070237167,n1602
-174398.30773882786,744628.5420953284,n1603
-174397.93483612058,744626.5771669402,n1604
-174397.56193341326,744624.612238552,n1605
-174397.18903070595,744622.6473101638,n1606
-174396.81612799864,744620.6823817756,n1607
-174396.44322529132,744618.7174533873,n1608
-174396.070322584,744616.7525249991,n1609
-174395.69741987673,744614.7875966108,n1610
-174395.23034457988,744612.3264465784,n1611
-174394.82982701386,744610.366960503,n1612
-174394.42930944782,744608.4074744277,n1613
-174394.0287918818,744606.4479883525,n1614
-174393.62827431576,744604.4885022772,n1615
-174393.22775674975,744602.5290162019,n1616
-174392.8272391837,744600.5695301265,n1617
-174392.4267216177,744598.6100440513,n1618
-174392.02620405165,744596.650557976,n1619
-174391.50927788997,744594.1215562499,n1620
-174393.46248383803,744593.6914556519,n1621
-174395.4156897861,744593.2613550539,n1622
-174397.36889573417,744592.8312544557,n1623
-174399.32210168222,744592.4011538577,n1624
-174401.2753076303,744591.9710532597,n1625
-174403.22851357836,744591.5409526617,n1626
-174405.18171952642,744591.1108520635,n1627
-174407.1349254745,744590.6807514655,n1628
-174409.08813142256,744590.2506508675,n1629
-174411.0413373706,744589.8205502694,n1630
-174412.9945433187,744589.3904496713,n1631
-174414.94774926675,744588.9603490733,n1632
-174416.9009552148,744588.5302484753,n1633
-174418.8541611629,744588.1001478772,n1634
-174420.80736711095,744587.6700472791,n1635
-174422.760573059,744587.2399466811,n1636
-174424.71377900708,744586.809846083,n1637
-174426.66698495514,744586.379745485,n1638
-174428.6201909032,744585.949644887,n1639
-174430.57339685128,744585.5195442889,n1640
-174432.52660279933,744585.0894436908,n1641
-174434.4798087474,744584.6593430928,n1642
-174436.43301469547,744584.2292424948,n1643
-174438.38622064353,744583.7991418967,n1644
-174440.33942659158,744583.3690412986,n1645
-174442.29263253967,744582.9389407006,n1646
-174444.24583848772,744582.5088401026,n1647
-174446.19904443578,744582.0787395044,n1648
-174448.15225038386,744581.6486389064,n1649
-174450.10545633192,744581.2185383084,n1650
-174452.05866227997,744580.7884377104,n1651
-174454.01186822806,744580.3583371122,n1652
-174457.6835066216,744579.5498336002,n1653
-174459.67874873383,744579.4119607833,n1654
-174461.67399084603,744579.2740879664,n1655
-174463.66923295826,744579.1362151495,n1656
-174465.66447507046,744578.9983423327,n1657
-174469.62931246098,744578.7243689155,n1658
-174471.5616322376,744578.2084810586,n1659
-174473.4939520142,744577.6925932016,n1660
-174475.4262717908,744577.1767053447,n1661
-174477.3585915674,744576.6608174877,n1662
-174479.29091134403,744576.1449296309,n1663
-174481.22323112062,744575.629041774,n1664
-174483.15555089724,744575.113153917,n1665
-174485.08787067383,744574.5972660601,n1666
-174487.02019045045,744574.0813782031,n1667
-174488.95251022704,744573.5654903462,n1668
-174490.88483000366,744573.0496024892,n1669
-174492.81714978025,744572.5337146323,n1670
-174494.74946955687,744572.0178267753,n1671
-174496.68178933347,744571.5019389185,n1672
-174498.6141091101,744570.9860510615,n1673
-174500.54642888668,744570.4701632046,n1674
-174502.4787486633,744569.9542753476,n1675
-174504.4110684399,744569.4383874907,n1676
-174391.16426578118,744592.151539335,n1677
-174390.81925367238,744590.1815224203,n1678
-174390.4742415636,744588.2115055054,n1679
-174390.12922945482,744586.2414885905,n1680
-174389.78421734602,744584.2714716757,n1681
-174389.43920523723,744582.3014547608,n1682
-174389.09419312843,744580.331437846,n1683
-174388.74918101964,744578.3614209312,n1684
-174388.14473661786,744574.9100472974,n1685
-174387.40005268666,744573.0538560781,n1686
-174386.65536875546,744571.1976648588,n1687
-174385.91068482425,744569.3414736395,n1688
-174385.16600089305,744567.4852824202,n1689
-174384.42131696185,744565.6290912009,n1690
-174383.67663303064,744563.7728999816,n1691
-174382.93194909944,744561.9167087623,n1692
-174382.18726516824,744560.060517543,n1693
-174381.44258123703,744558.2043263237,n1694
-174380.69789730583,744556.3481351044,n1695
-174379.31432927545,744552.899468198,n1696
-174377.31433784595,744552.8936131194,n1697
-174375.31434641648,744552.8877580409,n1698
-174373.31435498697,744552.8819029623,n1699
-174371.31436355747,744552.8760478839,n1700
-174369.31437212796,744552.8701928053,n1701
-174367.00040488617,744552.8634185464,n1702
-174365.01080646642,744553.06712944,n1703
-174363.0212080467,744553.2708403337,n1704
-174361.03160962695,744553.4745512273,n1705
-174359.04201120723,744553.6782621209,n1706
-174357.05241278748,744553.8819730146,n1707
-174355.06281436776,744554.0856839082,n1708
-174353.073215948,744554.2893948018,n1709
-174349.91460187823,744554.6127988056,n1710
-174347.9451252212,744554.9608816942,n1711
-174345.97564856414,744555.3089645829,n1712
-174344.00617190712,744555.6570474715,n1713
-174342.03669525008,744556.0051303601,n1714
-174339.62447691945,744556.4314628692,n1715
-174337.632591779,744556.6114450551,n1716
-174335.64070663854,744556.791427241,n1717
-174333.6488214981,744556.971409427,n1718
-174331.65693635764,744557.151391613,n1719
-174329.6650512172,744557.3313737989,n1720
-174327.67316607674,744557.5113559848,n1721
-174325.6812809363,744557.6913381708,n1722
-174323.68939579584,744557.8713203567,n1723
-174321.6975106554,744558.0513025427,n1724
-174318.72159306475,744558.3201996504,n1725
-174316.73681302363,744558.5664681793,n1726
-174314.7520329825,744558.8127367083,n1727
-174312.76725294138,744559.0590052374,n1728
-174309.29439830914,744559.4899118285,n1729
-174307.3069460452,744559.2662301384,n1730
-174305.31949378122,744559.0425484482,n1731
-174303.33204151728,744558.818866758,n1732
-174301.34458925333,744558.595185068,n1733
-174299.35713698936,744558.3715033778,n1734
-174297.36968472542,744558.1478216876,n1735
-174295.38223246147,744557.9241399975,n1736
-174293.39478019753,744557.7004583073,n1737
-174291.40732793356,744557.4767766171,n1738
-174288.29401847557,744557.1263831339,n1739
-174288.96956278832,744559.0088389452,n1740
-174289.64510710107,744560.8912947566,n1741
-174290.32065141381,744562.7737505678,n1742
-174290.99619572656,744564.6562063792,n1743
-174291.6717400393,744566.5386621904,n1744
-174292.34728435206,744568.4211180018,n1745
-174293.0228286648,744570.303573813,n1746
-174293.69837297755,744572.1860296244,n1747
-174294.3739172903,744574.0684854357,n1748
-174295.04946160305,744575.9509412469,n1749
-174295.7250059158,744577.8333970583,n1750
-174296.40055022854,744579.7158528696,n1751
-174297.59709920976,744583.050127973,n1752
-174297.85966170274,744585.0328183011,n1753
-174298.12222419571,744587.0155086293,n1754
-174298.3847866887,744588.9981989574,n1755
-174298.64734918167,744590.9808892854,n1756
-174298.90991167465,744592.9635796136,n1757
-174299.17247416763,744594.9462699417,n1758
-174299.43503666064,744596.9289602699,n1759
-174299.9051892546,744600.4792274473,n1760
-174300.02208121133,744602.4758085927,n1761
-174300.138973168,744604.4723897382,n1762
-174300.25586512472,744606.4689708838,n1763
-174300.3727570814,744608.4655520292,n1764
-174300.48964903812,744610.4621331746,n1765
-174300.6065409948,744612.4587143201,n1766
-174300.72343295152,744614.4552954657,n1767
-174300.84032490823,744616.4518766111,n1768
-174300.9858705917,744618.9378797174,n1769
-174301.10276244886,744620.9344608687,n1770
-174301.21965430598,744622.9310420201,n1771
-174301.33654616313,744624.9276231714,n1772
-174301.45343802028,744626.9242043226,n1773
-174301.5703298774,744628.920785474,n1774
-174301.68722173455,744630.9173666253,n1775
-174301.80411359167,744632.9139477765,n1776
-174302.01086785778,744636.4454313267,n1777
-174301.569154749,744638.3960439304,n1778
-174301.12744164022,744640.346656534,n1779
-174300.68572853145,744642.2972691377,n1780
-174300.24401542265,744644.2478817414,n1781
-174299.80230231388,744646.1984943451,n1782
-174299.36058920508,744648.1491069486,n1783
-174298.91887609632,744650.0997195523,n1784
-174298.35069270257,744652.608827086,n1785
-174299.2531925003,744654.3936223446,n1786
-174300.155692298,744656.1784176033,n1787
-174301.05819209572,744657.9632128618,n1788
-174301.96069189344,744659.7480081205,n1789
-174302.86319169114,744661.532803379,n1790
-174303.76569148886,744663.3175986377,n1791
-174304.6681912866,744665.1023938962,n1792
-174305.9624544114,744667.6619453714,n1793
-174306.26738008953,744669.6385637794,n1794
-174306.57230576762,744671.6151821874,n1795
-174306.87723144575,744673.5918005954,n1796
-174307.18215712387,744675.5684190034,n1797
-174307.69877810474,744678.9173089594,n1798
-174307.8945970062,744668.1784964274,n1799
-174309.826739601,744668.6950474832,n1800
-174311.7588821958,744669.2115985391,n1801
-174313.6910247906,744669.728149595,n1802
-174315.62316738543,744670.2447006509,n1803
-174317.55530998023,744670.7612517067,n1804
-174319.48745257503,744671.2778027627,n1805
-174321.41959516983,744671.7943538185,n1806
-174324.05208359228,744672.4981396975,n1807
-174325.91911512555,744673.2152123952,n1808
-174327.78614665882,744673.9322850928,n1809
-174329.65317819212,744674.6493577905,n1810
-174331.5202097254,744675.3664304882,n1811
-174333.38724125866,744676.0835031859,n1812
-174335.25427279194,744676.8005758835,n1813
-174337.1213043252,744677.5176485812,n1814
-174339.52678015945,744678.4415221285,n1815
-174341.1875253975,744679.5559391305,n1816
-174342.8482706355,744680.6703561326,n1817
-174344.50901587354,744681.7847731345,n1818
-174346.16976111155,744682.8991901366,n1819
-174347.8305063496,744684.0136071385,n1820
-174349.49125158763,744685.1280241406,n1821
-174351.15199682565,744686.2424411426,n1822
-174352.8127420637,744687.3568581446,n1823
-174354.47348730173,744688.4712751466,n1824
-174356.13423253974,744689.5856921485,n1825
-174357.79497777778,744690.7001091506,n1826
-174359.4557230158,744691.8145261526,n1827
-174361.11646825384,744692.9289431546,n1828
-174362.77721349188,744694.0433601566,n1829
-174364.4379587299,744695.1577771587,n1830
-174296.37014910707,744652.8871202163,n1831
-174294.38960551156,744653.1654133465,n1832
-174292.40906191606,744653.4437064766,n1833
-174290.19297180962,744653.7550970736,n1834
-174299.02887794026,744619.350408216,n1835
-174297.07188528878,744619.7629367146,n1836
-174295.11489263733,744620.1754652131,n1837
-174293.15789998588,744620.5879937117,n1838
-174291.2009073344,744621.0005222103,n1839
-174289.24391468294,744621.4130507088,n1840
-174285.3458717307,744622.2347471036,n1841
-174283.37442010568,744622.5714643295,n1842
-174281.40296848066,744622.9081815555,n1843
-174279.43151685566,744623.2448987813,n1844
-174277.46006523064,744623.5816160073,n1845
-174275.48861360562,744623.9183332331,n1846
-174273.5171619806,744624.2550504591,n1847
-174271.54571035557,744624.5917676849,n1848
-174269.57425873057,744624.9284849107,n1849
-174267.60280710555,744625.2652021367,n1850
-174265.63135548052,744625.6019193626,n1851
-174263.6599038555,744625.9386365885,n1852
-174259.8164781997,744626.5950806058,n1853
-174257.96565554498,744627.353009033,n1854
-174256.11483289028,744628.1109374602,n1855
-174254.26401023555,744628.8688658875,n1856
-174252.41318758082,744629.6267943147,n1857
-174250.56236492613,744630.3847227419,n1858
-174248.7115422714,744631.1426511691,n1859
-174246.8607196167,744631.9005795964,n1860
-174245.00989696197,744632.6585080236,n1861
-174243.15907430724,744633.4164364508,n1862
-174241.30825165255,744634.174364878,n1863
-174239.45742899782,744634.9322933053,n1864
-174236.71778313382,744636.0542027846,n1865
-174234.76659724105,744636.4933765677,n1866
-174232.81541134827,744636.932550351,n1867
-174230.86422545553,744637.3717241342,n1868
-174228.91303956276,744637.8108979175,n1869
-174226.96185366999,744638.2500717007,n1870
-174225.0106677772,744638.6892454838,n1871
-174223.05948188444,744639.1284192671,n1872
-174221.1082959917,744639.5675930503,n1873
-174219.15711009892,744640.0067668336,n1874
-174217.20592420615,744640.4459406168,n1875
-174215.25473831338,744640.8851144,n1876
-174213.30355242064,744641.3242881832,n1877
-174211.35236652786,744641.7634619664,n1878
-174208.16457522713,744642.4809714415,n1879
-174245.7792047849,744661.9222362102,n1880
-174245.11800927267,744660.0346927022,n1881
-174244.45681376048,744658.1471491941,n1882
-174243.79561824826,744656.2596056862,n1883
-174243.13442273604,744654.3720621782,n1884
-174242.47322722382,744652.4845186701,n1885
-174241.81203171163,744650.5969751622,n1886
-174241.1508361994,744648.7094316542,n1887
-174240.48964068718,744646.8218881461,n1888
-174239.82844517496,744644.9343446381,n1889
-174239.16724966277,744643.04680113,n1890
-174238.50605415055,744641.1592576221,n1891
-174237.84485863833,744639.2717141141,n1892
-174236.16992195472,744634.1307038559,n1893
-174235.6220607756,744632.2072049273,n1894
-174235.07419959654,744630.2837059987,n1895
-174234.52633841743,744628.36020707,n1896
-174233.97847723833,744626.4367081414,n1897
-174233.43061605922,744624.5132092128,n1898
-174232.88275488015,744622.5897102841,n1899
-174232.33489370105,744620.6662113555,n1900
-174231.78703252194,744618.7427124269,n1901
-174231.23917134284,744616.8192134983,n1902
-174230.5980704704,744614.5683570983,n1903
-174230.2150658958,744612.6053727642,n1904
-174229.83206132118,744610.6423884301,n1905
-174229.44905674658,744608.6794040961,n1906
-174229.06605217195,744606.716419762,n1907
-174228.68304759735,744604.7534354279,n1908
-174228.1535865439,744602.0398287968,n1909
-174226.16058466557,744601.8726656637,n1910
-174224.16758278728,744601.7055025307,n1911
-174222.17458090896,744601.5383393976,n1912
-174220.18157903064,744601.3711762646,n1913
-174218.18857715235,744601.2040131314,n1914
-174214.5747335893,744600.9009018204,n1915
-174212.7281351296,744600.1327389935,n1916
-174210.88153666988,744599.3645761666,n1917
-174209.03493821018,744598.5964133397,n1918
-174207.1883397505,744597.8282505128,n1919
-174205.3417412908,744597.0600876859,n1920
-174203.49514283106,744596.291924859,n1921
-174201.64854437136,744595.5237620322,n1922
-174199.80194591166,744594.7555992053,n1923
-174196.42344627998,744593.3501838514,n1924
-174194.43389672696,744593.5543714516,n1925
-174192.44434717394,744593.7585590519,n1926
-174190.4547976209,744593.9627466521,n1927
-174188.4652480679,744594.1669342524,n1928
-174186.4756985149,744594.3711218525,n1929
-174184.48614896188,744594.5753094527,n1930
-174182.218373349,744594.8080514116,n1931
-174180.24905952296,744595.1570543551,n1932
-174178.2797456969,744595.5060572985,n1933
-174176.31043187086,744595.855060242,n1934
-174174.3411180448,744596.2040631855,n1935
-174172.37180421877,744596.5530661289,n1936
-174170.4024903927,744596.9020690724,n1937
-174168.43317656667,744597.2510720158,n1938
-174166.4638627406,744597.6000749592,n1939
-174164.49454891458,744597.9490779027,n1940
-174162.5252350885,744598.2980808462,n1941
-174160.55592126248,744598.6470837896,n1942
-174158.58660743642,744598.9960867331,n1943
-174156.61729361038,744599.3450896766,n1944
-174152.8085171634,744600.0200832572,n1945
-174150.84025073613,744600.3749455845,n1946
-174148.87198430885,744600.7298079117,n1947
-174146.9037178816,744601.084670239,n1948
-174144.9354514543,744601.4395325662,n1949
-174142.96718502705,744601.7943948935,n1950
-174140.9989185998,744602.1492572207,n1951
-174137.2589100867,744602.8235501449,n1952
-174135.30464902363,744603.2488308726,n1953
-174133.35038796053,744603.6741116002,n1954
-174131.39612689745,744604.0993923278,n1955
-174129.44186583435,744604.5246730554,n1956
-174127.48760477128,744604.9499537831,n1957
-174124.34090706226,744605.634729178,n1958
-174122.34282995158,744605.7224096195,n1959
-174120.34475284093,744605.810090061,n1960
-174118.34667573025,744605.8977705025,n1961
-174116.34859861957,744605.985450944,n1962
-174114.35052150892,744606.0731313855,n1963
-174112.35244439825,744606.1608118269,n1964
-174110.35436728757,744606.2484922685,n1965
-174108.35629017692,744606.3361727099,n1966
-174105.12262417693,744606.4780737712,n1967
-174103.15263352936,744606.1329117101,n1968
-174101.1826428818,744605.7877496488,n1969
-174099.21265223422,744605.4425875876,n1970
-174097.24266158664,744605.0974255265,n1971
-174095.27267093907,744604.7522634653,n1972
-174093.30268029153,744604.407101404,n1973
-174090.0356607461,744603.8346869098,n1974
-174088.08415668985,744603.3969290791,n1975
-174086.13265263356,744602.9591712484,n1976
-174084.1811485773,744602.5214134175,n1977
-174082.22964452102,744602.0836555868,n1978
-174080.27814046477,744601.6458977561,n1979
-174078.3266364085,744601.2081399254,n1980
-174076.37513235223,744600.7703820947,n1981
-174074.42362829598,744600.3326242638,n1982
-174071.9735764208,744599.7830330956,n1983
-174297.5635006355,744650.7702600763,n1984
-174296.7763085684,744648.9316930665,n1985
-174295.98911650133,744647.0931260566,n1986
-174295.20192443422,744645.2545590468,n1987
-174294.41473236715,744643.415992037,n1988
-174293.62754030005,744641.5774250273,n1989
-174292.84034823297,744639.7388580175,n1990
-174292.05315616587,744637.9002910077,n1991
-174291.2659640988,744636.0617239978,n1992
-174290.4787720317,744634.223156988,n1993
-174289.69157996462,744632.3845899783,n1994
-174288.90438789755,744630.5460229685,n1995
-174288.11719583045,744628.7074559587,n1996
-174287.33000376337,744626.8688889489,n1997
-174286.54281169627,744625.030321939,n1998
-174284.55229126784,744620.3989284718,n1999
-174283.75871080498,744618.56310984,n2000
-174282.96513034208,744616.7272912082,n2001
-174282.17154987922,744614.8914725763,n2002
-174281.37796941635,744613.0556539445,n2003
-174280.5843889535,744611.2198353127,n2004
-174279.79080849062,744609.3840166809,n2005
-174278.99722802776,744607.5481980491,n2006
-174278.20364756486,744605.7123794173,n2007
-174277.4025085418,744603.8590752924,n2008
